,Score
ARHGAP10,3.72E-05
OGG1,3.72E-05
INSRR,3.72E-05
SEMA4B,3.72E-05
OTUD6A,3.72E-05
ZNF625,3.72E-05
GRIN2D,3.72E-05
CLDN4,3.72E-05
ABHD16B,3.72E-05
PTPRN,3.72E-05
CD3EAP,3.72E-05
JUND,3.72E-05
CRELD1,3.72E-05
PSMB11,3.72E-05
RAC2,3.72E-05
JUN,3.72E-05
NBPF9,3.72E-05
NBPF15,3.72E-05
NBPF16,3.72E-05
NHLRC4,3.72E-05
CIAPIN1,3.72E-05
CNGA2,3.72E-05
MC1R,3.72E-05
CD247,3.72E-05
ALX3,3.72E-05
GIMAP5,3.72E-05
TM4SF20,3.72E-05
THNSL1,3.72E-05
AC005606.1,3.72E-05
KIAA0922,3.72E-05
CHRNA3,3.72E-05
XYLT2,3.72E-05
NPRL3,3.72E-05
TNFSF13B,3.72E-05
HID1,3.72E-05
GOT2,3.72E-05
CDCA3,3.72E-05
BECN1,3.72E-05
TOPBP1,3.72E-05
KCNA4,3.72E-05
KRTAP5-6,3.72E-05
GJB1,3.72E-05
PTCHD2,3.72E-05
ELAC1,3.72E-05
RTN4RL2,3.72E-05
UBAP2,3.72E-05
ALPPL2,3.72E-05
GPR3,3.72E-05
GBAS,3.72E-05
GPX3,3.72E-05
SEMA6B,3.72E-05
CEND1,3.72E-05
PRICKLE3,3.72E-05
MED15,3.72E-05
MMRN2,3.72E-05
MYH14,3.72E-05
PINX1,3.72E-05
SEMA5B,3.72E-05
EFCAB5,3.72E-05
TMEM40,3.72E-05
ILDR1,3.72E-05
CREB3L3,3.72E-05
BLOC1S1,3.72E-05
PDCD7,3.72E-05
MAP3K12,3.72E-05
NME1-NME2,3.72E-05
CXCL6,3.72E-05
NOP2,3.72E-05
FLJ14816,3.72E-05
ELOVL3,3.72E-05
AL589765.1,3.72E-05
CWF19L2,3.72E-05
AHNAK,3.72E-05
WFS1,3.72E-05
KCNK9,3.72E-05
GALM,3.72E-05
ODF2,3.72E-05
ALG2,3.72E-05
GLB1L2,3.72E-05
TNIP1,3.72E-05
TXNDC17,3.72E-05
CYP4F11,3.72E-05
SERPINB5,3.72E-05
IL20RB,3.72E-05
FNDC7,3.72E-05
CHN1,3.72E-05
CADPS,3.62E-05
HTR1D,3.62E-05
PXT1,3.62E-05
FASLG,3.62E-05
FAM214B,3.62E-05
OTOF,3.62E-05
CCDC126,3.62E-05
IAPP,3.62E-05
GOLIM4,3.62E-05
FUBP3,3.62E-05
AC026703.1,3.62E-05
GLIPR1L2,3.62E-05
TES,3.62E-05
XPC,3.62E-05
TTLL2,3.62E-05
SGK1,3.62E-05
MAP3K8,3.62E-05
GBP3,3.62E-05
COMMD8,3.62E-05
LRIT3,3.62E-05
TSHZ1,3.62E-05
KAT6B,3.62E-05
SLC25A20,3.62E-05
ZNF521,3.62E-05
ZNF606,3.62E-05
NR2E1,3.62E-05
RPL22L1,3.62E-05
CXCR6,3.62E-05
IER5L,3.62E-05
CHAMP1,3.62E-05
IL15,3.62E-05
GP6,3.62E-05
PHLPP1,3.62E-05
CERS5,3.62E-05
B2M,3.62E-05
NRN1,3.62E-05
CSNK1A1L,3.62E-05
HLA-DQB1,3.62E-05
C2orf73,3.62E-05
ZNF821,3.62E-05
SULT2A1,3.62E-05
CYLC2,3.62E-05
RFC1,3.62E-05
ATP6V1B2,3.62E-05
BTN1A1,3.62E-05
RNF32,3.62E-05
EIF4EBP3,3.62E-05
DYNLL1,3.62E-05
MRFAP1,3.62E-05
NEK1,3.62E-05
CSNK1G2,3.62E-05
HPCA,3.62E-05
DFNB59,3.62E-05
TMEM100,3.62E-05
FDFT1,3.62E-05
HIBCH,3.62E-05
ATG3,3.62E-05
DPH6,3.62E-05
FRG2,3.62E-05
FRG2B,3.62E-05
C9orf153,3.62E-05
SCN11A,3.62E-05
PRKDC,3.62E-05
MMRN1,3.62E-05
TEFM,3.62E-05
SUPT4H1,3.62E-05
ODC1,3.62E-05
NBPF6,3.62E-05
CSRP2BP,3.62E-05
RYR3,3.62E-05
GFOD1,3.62E-05
FAM32A,3.62E-05
CHRNB4,3.62E-05
AMPH,3.62E-05
FKBP10,3.62E-05
ACOT11,3.62E-05
CHMP2A,3.62E-05
NUDT1,3.62E-05
FAM161A,3.62E-05
FCRLB,3.62E-05
DNAJB7,3.62E-05
POLR1C,3.62E-05
CHAC1,3.62E-05
FOXP3,3.62E-05
DCAF4,3.62E-05
RNF135,3.62E-05
SNX15,3.62E-05
TMEM101,3.62E-05
PIGS,3.62E-05
CD164L2,3.62E-05
MFNG,3.62E-05
SFRP5,3.62E-05
SLMO1,3.62E-05
WEE2,3.62E-05
ZNF345,3.62E-05
B4GALT2,3.62E-05
GGT6,3.62E-05
XPO6,3.62E-05
VSX1,3.62E-05
SGSH,3.62E-05
FUT5,3.62E-05
EFNA2,3.62E-05
TSSK1B,3.62E-05
CXCL14,3.62E-05
CAMK2N2,3.62E-05
KRT78,3.62E-05
FCGR1A,3.62E-05
C19orf44,3.62E-05
ANKRD53,3.62E-05
AC026310.1,3.62E-05
PLCB3,3.62E-05
FIZ1,3.62E-05
PEX5,3.62E-05
INPP5E,3.62E-05
MPHOSPH9,3.62E-05
LSMEM2,3.62E-05
HEPN1,3.62E-05
ABCA3,3.62E-05
BARX2,3.62E-05
HSPG2,3.62E-05
AC008132.1,3.62E-05
DDIT4,3.62E-05
NFKBIE,3.62E-05
INHBE,3.62E-05
NAT9,3.62E-05
ZNF577,3.62E-05
TTC17,3.62E-05
KHK,3.62E-05
SCFD2,3.62E-05
NLRP6,3.62E-05
AC012123.1,3.62E-05
OMA1,3.62E-05
PSMD10,3.62E-05
FMN2,3.62E-05
LRRFIP2,3.62E-05
CD69,3.62E-05
AL163636.6,3.62E-05
PARS2,3.62E-05
VIMP,3.62E-05
TMEM232,3.62E-05
NOL7,3.62E-05
TYW1B,3.62E-05
NOTCH4,3.62E-05
LSMEM1,3.62E-05
HIST1H1C,3.62E-05
CNGA3,3.62E-05
HIST1H3B,3.62E-05
NKX6-3,3.62E-05
MTOR,3.52E-05
TMEM71,3.52E-05
CRYAA,3.52E-05
ZNF765,3.52E-05
SLC12A1,3.52E-05
RIN3,3.52E-05
PLCD3,3.52E-05
ST8SIA5,3.52E-05
PRKAG2,3.52E-05
CCDC107,3.52E-05
RNF10,3.52E-05
RNFT1,3.52E-05
BIN3,3.52E-05
NSMCE2,3.52E-05
ARL4D,3.52E-05
TRABD,3.52E-05
GRID2IP,3.52E-05
FAM43A,3.52E-05
KLHL13,3.52E-05
SPEG,3.52E-05
C1orf147,3.52E-05
SNAPC1,3.52E-05
RTN1,3.52E-05
ASAH1,3.52E-05
TSPAN12,3.52E-05
NPTN,3.52E-05
ABI3BP,3.52E-05
TCEA1,3.52E-05
ZCCHC9,3.52E-05
NPY1R,3.52E-05
CLEC4D,3.52E-05
ATF1,3.52E-05
ARHGAP44,3.52E-05
FOXC2,3.52E-05
RCBTB2,3.52E-05
CSDE1,3.52E-05
PTPRQ,3.52E-05
GLUD1,3.52E-05
IER2,3.52E-05
LEPRE1,3.52E-05
TMEM198,3.52E-05
LDB2,3.52E-05
EI24,3.52E-05
CCNC,3.52E-05
TMEM200A,3.52E-05
C1orf174,3.52E-05
AP000679.2,3.52E-05
ESD,3.52E-05
DCAF8L1,3.52E-05
SEC24B,3.52E-05
ZBTB1,3.52E-05
EFEMP1,3.52E-05
ANXA2,3.52E-05
TSPAN15,3.52E-05
UGT2A1,3.52E-05
UGT2A2,3.52E-05
ACTR1B,3.52E-05
SNRNP27,3.52E-05
PEX3,3.52E-05
ANKRD34B,3.52E-05
MYZAP,3.52E-05
NDP,3.52E-05
KIF16B,3.52E-05
ZNF503,3.52E-05
SCP2,3.52E-05
LIPA,3.52E-05
RANBP9,3.52E-05
ATG4C,3.52E-05
BCL11A,3.52E-05
RP5-1052I5.2,3.52E-05
SCGB2A2,3.52E-05
MS4A15,3.52E-05
TNFSF13,3.52E-05
TNFSF12-TNFSF13,3.52E-05
MFGE8,3.52E-05
NANOG,3.52E-05
TBX2,3.52E-05
PTPRS,3.52E-05
GPR97,3.52E-05
RPS28,3.52E-05
RBPJL,3.52E-05
MAPRE3,3.52E-05
AL049840.1,3.52E-05
EPN1,3.52E-05
ADAMTSL4,3.52E-05
CYP1A2,3.52E-05
TRAPPC2,3.52E-05
EIF5A,3.52E-05
LY6E,3.52E-05
IRG1,3.52E-05
KRT85,3.52E-05
OSBPL9,3.52E-05
BRPF1,3.52E-05
NUDT13,3.52E-05
RPL3L,3.52E-05
ZNF69,3.52E-05
DMRTB1,3.52E-05
PWWP2B,3.52E-05
LATS1,3.52E-05
SNRPE,3.52E-05
PBXIP1,3.52E-05
CCDC109B,3.52E-05
SNF8,3.52E-05
MLH1,3.52E-05
ACOT4,3.52E-05
FAM27E1,3.52E-05
AC093157.1,3.52E-05
FAM27E3,3.52E-05
NLGN3,3.52E-05
ATPAF2,3.52E-05
BTNL8,3.52E-05
FCGR1B,3.52E-05
USF2,3.52E-05
COL11A2,3.52E-05
RP11-834C11.12,3.52E-05
HOXC5,3.52E-05
MPDU1,3.52E-05
WDR81,3.52E-05
EFNA4,3.52E-05
RIPPLY1,3.52E-05
SLC9A5,3.52E-05
TXN2,3.52E-05
C20orf26,3.52E-05
ZNF771,3.52E-05
RNF223,3.52E-05
PPP1R37,3.52E-05
DUSP13,3.52E-05
SLC2A6,3.52E-05
SLC25A38,3.52E-05
LHFPL5,3.52E-05
WNT16,3.52E-05
NXPH1,3.52E-05
ZBTB9,3.52E-05
MOXD1,3.52E-05
C1orf43,3.52E-05
TYW1,3.52E-05
PPEF1,3.52E-05
ENTPD3,3.52E-05
MEN1,3.52E-05
CCDC41,3.42E-05
C3orf56,3.42E-05
FAM64A,3.42E-05
CCR2,3.42E-05
ANKRD34A,3.42E-05
PPP6R1,3.42E-05
NHLRC1,3.42E-05
TNFSF9,3.42E-05
DDX26B,3.42E-05
LBR,3.42E-05
COL4A2,3.42E-05
HIC1,3.42E-05
ZNF644,3.42E-05
ZNF830,3.42E-05
MATN2,3.42E-05
CFHR3,3.42E-05
BCL6,3.42E-05
APEX1,3.42E-05
TSPAN13,3.42E-05
IL4R,3.42E-05
EXO1,3.42E-05
KIF21A,3.42E-05
ASF1B,3.42E-05
MAGEB4,3.42E-05
ECT2,3.42E-05
HOXA10,3.42E-05
PRDM8,3.42E-05
TEK,3.42E-05
RWDD4,3.42E-05
AGER,3.42E-05
ISM1,3.42E-05
SOS2,3.42E-05
TMEM68,3.42E-05
CHRM5,3.42E-05
AMFR,3.42E-05
TMEM206,3.42E-05
DMXL2,3.42E-05
PRKAG3,3.42E-05
FTSJ3,3.42E-05
MAD2L1BP,3.42E-05
ATOH1,3.42E-05
CCDC89,3.42E-05
DLEU7,3.42E-05
CTXN1,3.42E-05
LMO2,3.42E-05
CREG1,3.42E-05
SLC9A3R1,3.42E-05
BOLL,3.42E-05
KLK7,3.42E-05
THSD7B,3.42E-05
KHDRBS1,3.42E-05
OTOR,3.42E-05
LEPREL4,3.42E-05
MUC17,3.42E-05
FAM46D,3.42E-05
CALB2,3.42E-05
PPP2R5D,3.42E-05
SLC6A12,3.42E-05
FAM58A,3.42E-05
FRY,3.42E-05
YRDC,3.42E-05
RMI1,3.42E-05
PLCB2,3.42E-05
HOXB5,3.42E-05
PASD1,3.42E-05
BRS3,3.42E-05
TMPRSS11D,3.42E-05
BCO2,3.42E-05
IL7,3.42E-05
PRKCH,3.42E-05
SNRPF,3.42E-05
GCNT3,3.42E-05
RAB5A,3.42E-05
CCDC121,3.42E-05
C9orf57,3.42E-05
LIG4,3.42E-05
SNRNP200,3.42E-05
TDRKH,3.42E-05
TARSL2,3.42E-05
NDUFB9,3.42E-05
HLA-DRB1,3.42E-05
CLEC4M,3.42E-05
COL5A3,3.42E-05
DENND4B,3.42E-05
IQGAP3,3.42E-05
PARP12,3.42E-05
GPX1,3.42E-05
UNC13D,3.42E-05
TREH,3.42E-05
SBK2,3.42E-05
PREB,3.42E-05
ATP6V0B,3.42E-05
TRIM46,3.42E-05
MRPS17,3.42E-05
VASP,3.42E-05
IMPDH1,3.42E-05
MICB,3.42E-05
TOMM34,3.42E-05
DKK1,3.42E-05
TCEA2,3.42E-05
TMEM159,3.42E-05
LRRC61,3.42E-05
CCDC122,3.42E-05
MRPL10,3.42E-05
RGS3,3.42E-05
TBCD,3.42E-05
OSM,3.42E-05
A1BG,3.42E-05
ADAMTS16,3.42E-05
NUB1,3.42E-05
SLC35D3,3.42E-05
KCNA2,3.42E-05
FAM27E2,3.42E-05
BX088651.1,3.42E-05
KRI1,3.42E-05
TNFSF12,3.42E-05
CD1E,3.42E-05
ETV4,3.42E-05
GCK,3.42E-05
PRKCG,3.42E-05
MAP3K11,3.42E-05
GSX1,3.42E-05
PDXP,3.42E-05
HIST2H3C,3.42E-05
HIST2H3A,3.42E-05
SLC25A47,3.42E-05
NGEF,3.42E-05
DNASE1L2,3.42E-05
HEXIM2,3.42E-05
DDO,3.42E-05
OSCAR,3.42E-05
AC011755.1,3.42E-05
ANKRD11,3.42E-05
TMPRSS3,3.42E-05
IP6K3,3.42E-05
KDM4A,3.42E-05
USP54,3.42E-05
TMEM214,3.42E-05
IQCJ,3.42E-05
DMC1,3.42E-05
FBXO46,3.42E-05
BTN3A3,3.42E-05
RNASET2,3.42E-05
MYO1G,3.42E-05
ADTRP,3.42E-05
DHX35,3.42E-05
ECE2,3.42E-05
PIP5KL1,3.42E-05
PPP6R2,3.42E-05
GPR27,3.42E-05
RP11-1102P16.1,3.42E-05
RGS20,3.42E-05
PLA2G4D,3.42E-05
ATG4A,3.42E-05
IARS,3.42E-05
HK1,3.42E-05
C15orf32,3.42E-05
ADAM33,3.42E-05
ZNF112,3.42E-05
FCRLA,3.42E-05
TMED9,3.42E-05
BTF3,3.42E-05
ASCL4,3.42E-05
RSPH4A,3.42E-05
USP48,3.42E-05
TMEM212,3.42E-05
NAA10,3.31E-05
FAM63A,3.31E-05
PPID,3.31E-05
ALKBH4,3.31E-05
C16orf80,3.31E-05
ZNF720,3.31E-05
ACTR5,3.31E-05
GEMIN7,3.31E-05
UHRF2,3.31E-05
IQCB1,3.31E-05
HOXD1,3.31E-05
CDH22,3.31E-05
COL4A5,3.31E-05
RP11-322L20.1,3.31E-05
DMRTA2,3.31E-05
LHX8,3.31E-05
GUCY1B3,3.31E-05
SERINC4,3.31E-05
CCNI,3.31E-05
PPP1R3F,3.31E-05
ZMAT1,3.31E-05
TADA1,3.31E-05
ZNF569,3.31E-05
ZNF92,3.31E-05
FOXQ1,3.31E-05
DYNAP,3.31E-05
UPRT,3.31E-05
KIAA0947,3.31E-05
GRASP,3.31E-05
DNAJC13,3.31E-05
CCDC160,3.31E-05
SGMS1,3.31E-05
CCDC91,3.31E-05
PCDH15,3.31E-05
SEC23A,3.31E-05
LRBA,3.31E-05
GOLGA2,3.31E-05
HEY1,3.31E-05
PQLC3,3.31E-05
STMN1,3.31E-05
LIN9,3.31E-05
C9,3.31E-05
ZNF182,3.31E-05
VPS54,3.31E-05
TMEM9B,3.31E-05
ACTR10,3.31E-05
SPAG11A,3.31E-05
B4GALNT1,3.31E-05
EOMES,3.31E-05
ZIC2,3.31E-05
TMEM163,3.31E-05
TRIM56,3.31E-05
SLC35A2,3.31E-05
MISP,3.31E-05
PKIB,3.31E-05
AC027307.3,3.31E-05
CAP1,3.31E-05
BBS4,3.31E-05
GSDMA,3.31E-05
RNF166,3.31E-05
CPSF4L,3.31E-05
LAMP1,3.31E-05
THBS4,3.31E-05
SHC2,3.31E-05
FGF18,3.31E-05
PHOSPHO1,3.31E-05
PTPRK,3.31E-05
ICA1,3.31E-05
ATP6V1G2,3.31E-05
IMMP2L,3.31E-05
AL590452.1,3.31E-05
ZNF493,3.31E-05
LCTL,3.31E-05
GALR1,3.31E-05
THAP10,3.31E-05
KLHL32,3.31E-05
SAMD9L,3.31E-05
OXGR1,3.31E-05
ZNF563,3.31E-05
TXNDC12,3.31E-05
MCM6,3.31E-05
XIRP2,3.31E-05
SF3B14,3.31E-05
CCNL2,3.31E-05
EPPIN-WFDC6,3.31E-05
EPPIN,3.31E-05
RNPS1,3.31E-05
PRKCQ,3.31E-05
CCDC129,3.31E-05
RPGR,3.31E-05
WARS,3.31E-05
HYDIN,3.31E-05
UNC119,3.31E-05
ANXA8,3.31E-05
ANXA8L1,3.31E-05
ANXA8L2,3.31E-05
COX4I1,3.31E-05
ASIC4,3.31E-05
NPHS1,3.31E-05
ZNF835,3.31E-05
SNCB,3.31E-05
PPM1M,3.31E-05
CIB2,3.31E-05
PRRT1,3.31E-05
PIM2,3.31E-05
DLG4,3.31E-05
CCDC36,3.31E-05
FAM83E,3.31E-05
MOV10,3.31E-05
OTOP3,3.31E-05
UBQLNL,3.31E-05
UGT3A2,3.31E-05
ARSI,3.31E-05
CREB3L1,3.31E-05
ALDH1L1,3.31E-05
DPYSL4,3.31E-05
FOXM1,3.31E-05
FOXD2,3.31E-05
HSPA12B,3.31E-05
FARP2,3.31E-05
ITPR3,3.31E-05
SNAI3,3.31E-05
ARL6IP4,3.31E-05
IGFN1,3.31E-05
PLA2G4A,3.31E-05
MED31,3.31E-05
ABHD12,3.31E-05
OR2W3,3.31E-05
LRRC18,3.31E-05
HCAR2,3.31E-05
ACP2,3.31E-05
GHDC,3.31E-05
REXO4,3.31E-05
RIC8A,3.31E-05
SLC1A7,3.31E-05
RAB3A,3.31E-05
CBX4,3.31E-05
GGA1,3.31E-05
UCN2,3.31E-05
SMDT1,3.31E-05
RHOC,3.31E-05
ADORA2A,3.31E-05
SGSM3,3.31E-05
CAMK2B,3.31E-05
FFAR3,3.31E-05
NARFL,3.31E-05
P2RY11,3.31E-05
NT5M,3.31E-05
KLRG2,3.31E-05
ZNF483,3.31E-05
SYNE3,3.31E-05
AP006621.5,3.31E-05
FOXA2,3.31E-05
GZMK,3.31E-05
GPR62,3.31E-05
CC2D2A,3.31E-05
RBM39,3.31E-05
CYP2C18,3.31E-05
ACSL5,3.31E-05
CCDC62,3.31E-05
HOXA2,3.31E-05
DNAJC5G,3.31E-05
WLS,3.31E-05
AC104472.1,3.31E-05
GALNT12,3.31E-05
CABYR,3.31E-05
UBAC1,3.31E-05
SLC39A8,3.31E-05
TSPY3,3.31E-05
S1PR5,3.31E-05
LRRC49,3.31E-05
C8orf31,3.31E-05
COL10A1,3.31E-05
PLOD1,3.31E-05
AFAP1L2,3.31E-05
SMCO1,3.31E-05
ARHGEF35,3.31E-05
PPARG,3.31E-05
CHTOP,3.31E-05
MRPL13,3.31E-05
HMGCLL1,3.31E-05
COL6A3,3.31E-05
GGT7,3.21E-05
NUP160,3.21E-05
GLYATL1,3.21E-05
FAM160A1,3.21E-05
C15orf57,3.21E-05
FANCI,3.21E-05
SEC61A2,3.21E-05
IL13,3.21E-05
PGRMC1,3.21E-05
ADRB3,3.21E-05
CASP5,3.21E-05
SEMA4C,3.21E-05
DMP1,3.21E-05
CPSF4,3.21E-05
MDFI,3.21E-05
FAM122C,3.21E-05
DACT1,3.21E-05
CCAR1,3.21E-05
BRF2,3.21E-05
TOP1,3.21E-05
CDR2,3.21E-05
C2orf66,3.21E-05
PRKRIR,3.21E-05
SNAI2,3.21E-05
AL357673.1,3.21E-05
BSPRY,3.21E-05
NKX2-4,3.21E-05
MED18,3.21E-05
PROS1,3.21E-05
C11orf70,3.21E-05
GLTSCR1,3.21E-05
TRH,3.21E-05
LYPLAL1,3.21E-05
BTBD10,3.21E-05
LRRTM4,3.21E-05
EIF2AK3,3.21E-05
ZNF407,3.21E-05
SOX2,3.21E-05
MTBP,3.21E-05
POLR3K,3.21E-05
MLF1IP,3.21E-05
SYNE2,3.21E-05
PLAGL1,3.21E-05
SLC35E4,3.21E-05
ATG9A,3.21E-05
BRINP2,3.21E-05
SRCRB4D,3.21E-05
PRC1,3.21E-05
SLTM,3.21E-05
ZNF410,3.21E-05
MUT,3.21E-05
PIWIL1,3.21E-05
CAP2,3.21E-05
MGAM,3.21E-05
SCMH1,3.21E-05
PWP1,3.21E-05
C19orf35,3.21E-05
MRPS18C,3.21E-05
SMARCD2,3.21E-05
ALPL,3.21E-05
AP2M1,3.21E-05
ADPGK,3.21E-05
HMGXB3,3.21E-05
NPM1,3.21E-05
CDK8,3.21E-05
IGJ,3.21E-05
TRIM22,3.21E-05
TBK1,3.21E-05
ISG20,3.21E-05
DEGS1,3.21E-05
STK33,3.21E-05
WDR64,3.21E-05
NFX1,3.21E-05
HN1,3.21E-05
TLX2,3.21E-05
C3orf33,3.21E-05
SLC43A3,3.21E-05
ZNF624,3.21E-05
PMP22,3.21E-05
DZANK1,3.21E-05
MGP,3.21E-05
LBX1,3.21E-05
AC018755.1,3.21E-05
KRT32,3.21E-05
AC093677.1,3.21E-05
CSF1R,3.21E-05
USB1,3.21E-05
RNF215,3.21E-05
SLC25A17,3.21E-05
OSGEPL1,3.21E-05
ZNF787,3.21E-05
TNK2,3.21E-05
CNTD2,3.21E-05
DMPK,3.21E-05
DPF1,3.21E-05
SIRPG,3.21E-05
MAPK8IP1,3.21E-05
APOBEC3D,3.21E-05
VIPAS39,3.21E-05
PDE6G,3.21E-05
EFHD1,3.21E-05
CEACAM8,3.21E-05
CD97,3.21E-05
HSD11B1L,3.21E-05
TESC,3.21E-05
CSF3,3.21E-05
CDH24,3.21E-05
WRAP73,3.21E-05
CTD-2117L12.1,3.21E-05
CCL16,3.21E-05
ANKDD1A,3.21E-05
CCDC8,3.21E-05
ACBD4,3.21E-05
KPRP,3.21E-05
AL590822.1,3.21E-05
UTP11L,3.21E-05
DBH,3.21E-05
KCTD18,3.21E-05
TBC1D2,3.21E-05
DAZAP1,3.21E-05
ADCY3,3.21E-05
AL591684.1,3.21E-05
AL603965.1,3.21E-05
ANLN,3.21E-05
PATZ1,3.21E-05
YTHDF1,3.21E-05
WDYHV1,3.21E-05
ZNF266,3.21E-05
CCDC158,3.21E-05
C10orf95,3.21E-05
PPT2,3.21E-05
HAPLN3,3.21E-05
OSR2,3.21E-05
EPS8L2,3.21E-05
OSR1,3.21E-05
MEST,3.21E-05
GPSM3,3.21E-05
NR1H2,3.21E-05
TMEM55B,3.21E-05
GANAB,3.21E-05
SIRT2,3.21E-05
BRK1,3.21E-05
A4GALT,3.21E-05
C19orf66,3.21E-05
SELL,3.21E-05
ARHGEF16,3.21E-05
PET112,3.21E-05
USF1,3.21E-05
ERP29,3.21E-05
GPR42,3.21E-05
GCN1L1,3.21E-05
TFAP2E,3.21E-05
KCNA5,3.21E-05
SEPHS2,3.21E-05
COMMD7,3.21E-05
MUC6,3.21E-05
DPH2,3.21E-05
AC027763.2,3.21E-05
AKIRIN2,3.21E-05
ABCA12,3.21E-05
AL354898.1,3.21E-05
ITGAM,3.21E-05
KCTD14,3.21E-05
TIMM17A,3.21E-05
CAPRIN2,3.21E-05
MCM3,3.21E-05
SHISA3,3.21E-05
DROSHA,3.21E-05
AL136531.1,3.21E-05
CD33,3.21E-05
SERPINA5,3.21E-05
CPXM2,3.21E-05
TMC5,3.21E-05
HMCN1,3.21E-05
SIRT6,3.21E-05
TJAP1,3.21E-05
MRPS35,3.21E-05
ZNF34,3.21E-05
SPIDR,3.21E-05
ALG11,3.21E-05
ALDH2,3.21E-05
NMD3,3.21E-05
GTF2H1,3.21E-05
MAOB,3.21E-05
PEF1,3.21E-05
ZNF14,3.21E-05
USP27X,3.21E-05
FOXD4L4,3.11E-05
FOXD4L2,3.11E-05
GLOD4,3.11E-05
CORO6,3.11E-05
NSDHL,3.11E-05
MARS2,3.11E-05
ZNF341,3.11E-05
IL10,3.11E-05
BEGAIN,3.11E-05
YBX2,3.11E-05
CBLN4,3.11E-05
NKX2-8,3.11E-05
CXCL11,3.11E-05
TCP11L2,3.11E-05
NFKBIA,3.11E-05
ZPBP2,3.11E-05
PABPC3,3.11E-05
LHFP,3.11E-05
MOSPD1,3.11E-05
RWDD3,3.11E-05
PCGF6,3.11E-05
PAXBP1,3.11E-05
PPP1R21,3.11E-05
BLZF1,3.11E-05
WISP3,3.11E-05
KLF4,3.11E-05
CYP7A1,3.11E-05
BPGM,3.11E-05
AC124890.1,3.11E-05
TMEM229A,3.11E-05
STRN4,3.11E-05
HSF2,3.11E-05
TMPO,3.11E-05
FBLN5,3.11E-05
YWHAQ,3.11E-05
SYBU,3.11E-05
TMEM174,3.11E-05
ACOXL,3.11E-05
DGAT2,3.11E-05
USP26,3.11E-05
ERV3-1,3.11E-05
SYCP2L,3.11E-05
ZFR,3.11E-05
INSC,3.11E-05
NDUFA4L2,3.11E-05
CNTN6,3.11E-05
KDM4C,3.11E-05
VSTM2L,3.11E-05
HSP90AA1,3.11E-05
NUDT9,3.11E-05
RPS6KA4,3.11E-05
MBTPS1,3.11E-05
VAX1,3.11E-05
CC2D1A,3.11E-05
AC024257.1,3.11E-05
TMPRSS11E,3.11E-05
STX18,3.11E-05
UGT2A3,3.11E-05
HOXD8,3.11E-05
SPAG1,3.11E-05
TMPRSS11B,3.11E-05
TCHH,3.11E-05
POLA1,3.11E-05
GORASP2,3.11E-05
UBAP1,3.11E-05
SDPR,3.11E-05
MS4A4A,3.11E-05
HIST1H4I,3.11E-05
XKR9,3.11E-05
C14orf166,3.11E-05
TBCCD1,3.11E-05
GLYATL3,3.11E-05
DEFB105B,3.11E-05
DEFB105A,3.11E-05
FIP1L1,3.11E-05
HKR1,3.11E-05
ENO4,3.11E-05
AC008267.1,3.11E-05
KANK1,3.11E-05
ATP9B,3.11E-05
FEZ2,3.11E-05
CDH12,3.11E-05
TMEM9,3.11E-05
KCNH6,3.11E-05
C7orf50,3.11E-05
DGKZ,3.11E-05
UFC1,3.11E-05
EPHX3,3.11E-05
STRA6,3.11E-05
CTD-2616J11.4,3.11E-05
PEX6,3.11E-05
PGAM4,3.11E-05
TAX1BP3,3.11E-05
CA6,3.11E-05
LPCAT3,3.11E-05
NAB2,3.11E-05
SFR1,3.11E-05
CALML3,3.11E-05
ARHGEF19,3.11E-05
NONO,3.11E-05
TMEM223,3.11E-05
PTPRH,3.11E-05
PPP1R18,3.11E-05
SLC15A1,3.11E-05
GFI1B,3.11E-05
IER3,3.11E-05
C8orf47,3.11E-05
LRRC25,3.11E-05
SIAH2,3.11E-05
PLA2G4F,3.11E-05
FAM193A,3.11E-05
RRP12,3.11E-05
ELFN1,3.11E-05
PCDHB7,3.11E-05
PSD,3.11E-05
SECISBP2,3.11E-05
NXPH4,3.11E-05
APPL2,3.11E-05
SIGLECL1,3.11E-05
PKD2L2,3.11E-05
TNF,3.11E-05
GALP,3.11E-05
EDN2,3.11E-05
CD74,3.11E-05
DNM2,3.11E-05
CDHR5,3.11E-05
DUSP14,3.11E-05
DUOX1,3.11E-05
FEV,3.11E-05
AC006372.1,3.11E-05
LY9,3.11E-05
RP11-1070N10.3,3.11E-05
DPP4,3.11E-05
ALOXE3,3.11E-05
MRC2,3.11E-05
5-Sep,3.11E-05
MVK,3.11E-05
PKDCC,3.11E-05
ARVCF,3.11E-05
CMTM8,3.11E-05
TAS1R3,3.11E-05
CROCC,3.11E-05
SIGLEC10,3.11E-05
NAAA,3.11E-05
CACNA1H,3.11E-05
SHMT2,3.11E-05
CSNK1E,3.11E-05
LILRB1,3.11E-05
CRAT,3.11E-05
TNFRSF13B,3.11E-05
PRDM13,3.11E-05
CCDC104,3.11E-05
APEH,3.11E-05
HARS2,3.11E-05
UPF3A,3.11E-05
ZSCAN1,3.11E-05
ZSCAN9,3.11E-05
SHQ1,3.11E-05
C9orf163,3.11E-05
CXXC5,3.11E-05
ZNF75D,3.11E-05
GADD45B,3.11E-05
HDAC1,3.11E-05
ARHGAP40,3.11E-05
